"ANALYSIS_TYPE"	"CHEMICAL_NAME"	"FinalUnit"	"StdParamName"	"GroupNum"	"GroupName"	"LogTransf"	"SSD"	"SSTV"	"SensMin"	"SensMax"	"TolMin"	"TolMax"	"UseInStressorID"	"DirIncStress"	"SSTVname"	"Label"	"MinWQO_CAR9"	"MCL_Primary"	"MCL_Secondary"	"Analyte"
"Total"	"PCB 099"	"ug/L"	"PCB099_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 099 (µg/L)"	NA	NA	NA	"PCB099_ug_L"
"Total"	"PCB 101"	"ng/g dw"	"PCB101_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 101 (ng/g dry weight)"	NA	NA	NA	"PCB101_ng_g_dw"
"Total"	"PCB 101"	"ug/L"	"PCB101_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 101 (µg/L)"	NA	NA	NA	"PCB101_ug_L"
"Total"	"PCB 105"	"ng/g dw"	"PCB105_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 105 (ng/g dry weight)"	NA	NA	NA	"PCB105_ng_g_dw"
"Total"	"PCB 105"	"ug/L"	"PCB105_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 105 (µg/L)"	NA	NA	NA	"PCB105_ug_L"
"Total"	"PCB 110/151"	"ug/L"	"PCB110_151_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 110/151 (µg/L)"	NA	NA	NA	"PCB110_151_ug_L"
"Total"	"PCB 110"	"ng/g dw"	"PCB110_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 110 (ng/g dry weight)"	NA	NA	NA	"PCB110_ng_g_dw"
"Total"	"PCB 110"	"ug/L"	"PCB110_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 110 (µg/L)"	NA	NA	NA	"PCB110_ug_L"
"Total"	"PCB 114"	"ng/g dw"	"PCB114_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 114 (ng/g dry weight)"	NA	NA	NA	"PCB114_ng_g_dw"
"Total"	"PCB 114"	"ug/L"	"PCB114_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 114 (µg/L)"	NA	NA	NA	"PCB114_ug_L"
"Total"	"PCB 118"	"ng/g dw"	"PCB118_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 118 (ng/g dry weight)"	NA	NA	NA	"PCB118_ng_g_dw"
"Total"	"PCB 118"	"ug/L"	"PCB118_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 118 (µg/L)"	NA	NA	NA	"PCB118_ug_L"
"Total"	"PCB 126"	"ng/g dw"	"PCB126_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 126 (ng/g dry weight)"	NA	NA	NA	"PCB126_ng_g_dw"
"Total"	"PCB 126"	"ug/L"	"PCB126_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 126 (µg/L)"	NA	NA	NA	"PCB126_ug_L"
"Total"	"PCB 128"	"ng/g dw"	"PCB128_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 128 (ng/g dry weight)"	NA	NA	NA	"PCB128_ng_g_dw"
"Total"	"PCB 128"	"ug/L"	"PCB128_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 128 (µg/L)"	NA	NA	NA	"PCB128_ug_L"
"Total"	"PCB 137"	"ng/g dw"	"PCB137_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 137 (ng/g dry weight)"	NA	NA	NA	"PCB137_ng_g_dw"
"Total"	"PCB 137"	"ug/L"	"PCB137_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 137 (µg/L)"	NA	NA	NA	"PCB137_ug_L"
"Total"	"PCB 138/158"	"ng/g dw"	"PCB138_158_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 138/158 (ng/g dry weight)"	NA	NA	NA	"PCB138_158_ng_g_dw"
"Total"	"PCB 138"	"ug/L"	"PCB138_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 138 (µg/L)"	NA	NA	NA	"PCB138_ug_L"
"Total"	"PCB 141"	"ng/g dw"	"PCB141_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 141 (ng/g dry weight)"	NA	NA	NA	"PCB141_ng_g_dw"
"Total"	"PCB 141"	"ug/L"	"PCB141_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 141 (µg/L)"	NA	NA	NA	"PCB141_ug_L"
"Total"	"PCB 146"	"ng/g dw"	"PCB146_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 146 (ng/g dry weight)"	NA	NA	NA	"PCB146_ng_g_dw"
"Total"	"PCB 149"	"ng/g dw"	"PCB149_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 149 (ng/g dry weight)"	NA	NA	NA	"PCB149_ng_g_dw"
"Total"	"PCB 149"	"ug/L"	"PCB149_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 149 (µg/L)"	NA	NA	NA	"PCB149_ug_L"
"Total"	"PCB 151"	"ng/g dw"	"PCB151_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 151 (ng/g dry weight)"	NA	NA	NA	"PCB151_ng_g_dw"
"Total"	"PCB 151"	"ug/L"	"PCB151_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 151 (µg/L)"	NA	NA	NA	"PCB151_ug_L"
"Total"	"PCB 153"	"ng/g dw"	"PCB153_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 153 (ng/g dry weight)"	NA	NA	NA	"PCB153_ng_g_dw"
"Total"	"PCB 153"	"ug/L"	"PCB153_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 153 (µg/L)"	NA	NA	NA	"PCB153_ug_L"
"Total"	"PCB 156"	"ng/g dw"	"PCB156_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 156 (ng/g dry weight)"	NA	NA	NA	"PCB156_ng_g_dw"
"Total"	"PCB 156"	"ug/L"	"PCB156_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 156 (µg/L)"	NA	NA	NA	"PCB156_ug_L"
"Total"	"PCB 157"	"ng/g dw"	"PCB157_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 157 (ng/g dry weight)"	NA	NA	NA	"PCB157_ng_g_dw"
"Total"	"PCB 157"	"ug/L"	"PCB157_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 157 (µg/L)"	NA	NA	NA	"PCB157_ug_L"
"Total"	"PCB 158"	"ug/L"	"PCB158_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 158 (µg/L)"	NA	NA	NA	"PCB158_ug_L"
"Total"	"PCB 169"	"ng/g dw"	"PCB169_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 169 (ng/g dry weight)"	NA	NA	NA	"PCB169_ng_g_dw"
"Total"	"PCB 170"	"ng/g dw"	"PCB170_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 170 (ng/g dry weight)"	NA	NA	NA	"PCB170_ng_g_dw"
"Total"	"PCB 170"	"ug/L"	"PCB170_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 170 (µg/L)"	NA	NA	NA	"PCB170_ug_L"
"Total"	"PCB 174"	"ng/g dw"	"PCB174_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 174 (ng/g dry weight)"	NA	NA	NA	"PCB174_ng_g_dw"
"Total"	"PCB 174"	"ug/L"	"PCB174_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 174 (µg/L)"	NA	NA	NA	"PCB174_ug_L"
"Total"	"PCB 177"	"ng/g dw"	"PCB177_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 177 (ng/g dry weight)"	NA	NA	NA	"PCB177_ng_g_dw"
"Total"	"PCB 177"	"ug/L"	"PCB177_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 177 (µg/L)"	NA	NA	NA	"PCB177_ug_L"
"Total"	"PCB 180"	"ng/g dw"	"PCB180_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 180 (ng/g dry weight)"	NA	NA	NA	"PCB180_ng_g_dw"
"Total"	"PCB 180"	"ug/L"	"PCB180_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 180 (µg/L)"	NA	NA	NA	"PCB180_ug_L"
"Total"	"PCB 183"	"ug/L"	"PCB183_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 183 (µg/L)"	NA	NA	NA	"PCB183_ug_L"
"Total"	"PCB 187"	"ng/g dw"	"PCB187_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 187 (ng/g dry weight)"	NA	NA	NA	"PCB187_ng_g_dw"
"Total"	"PCB 187"	"ug/L"	"PCB187_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 187 (µg/L)"	NA	NA	NA	"PCB187_ug_L"
"Total"	"PCB 189"	"ng/g dw"	"PCB189_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 189 (ng/g dry weight)"	NA	NA	NA	"PCB189_ng_g_dw"
"Total"	"PCB 189"	"ug/L"	"PCB189_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 189 (µg/L)"	NA	NA	NA	"PCB189_ug_L"
"Total"	"PCB 194"	"ng/g dw"	"PCB194_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 194 (ng/g dry weight)"	NA	NA	NA	"PCB194_ng_g_dw"
"Total"	"PCB 194"	"ug/L"	"PCB194_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 194 (µg/L)"	NA	NA	NA	"PCB194_ug_L"
"Total"	"PCB 195"	"ng/g dw"	"PCB195_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 195 (ng/g dry weight)"	NA	NA	NA	"PCB195_ng_g_dw"
"Total"	"PCB 195"	"ug/L"	"PCB195_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 195 (µg/L)"	NA	NA	NA	"PCB195_ug_L"
"Total"	"PCB 198"	"ng/g dw"	"PCB198_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 198 (ng/g dry weight)"	NA	NA	NA	"PCB198_ng_g_dw"
"Total"	"PCB 199"	"ng/g dw"	"PCB199_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 199 (ng/g dry weight)"	NA	NA	NA	"PCB199_ng_g_dw"
"Total"	"PCB 200"	"ng/g dw"	"PCB200_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 200 (ng/g dry weight)"	NA	NA	NA	"PCB200_ng_g_dw"
"Total"	"PCB 200"	"ug/L"	"PCB200_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 200 (µg/L)"	NA	NA	NA	"PCB200_ug_L"
"Total"	"PCB 201"	"ng/g dw"	"PCB201_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 201 (ng/g dry weight)"	NA	NA	NA	"PCB201_ng_g_dw"
"Total"	"PCB 201"	"ug/L"	"PCB201_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 201 (µg/L)"	NA	NA	NA	"PCB201_ug_L"
"Total"	"PCB 203"	"ng/g dw"	"PCB203_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 203 (ng/g dry weight)"	NA	NA	NA	"PCB203_ng_g_dw"
"Total"	"PCB 203"	"ug/L"	"PCB203_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 203 (µg/L)"	NA	NA	NA	"PCB203_ug_L"
"Total"	"PCB 206"	"ng/g dw"	"PCB206_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 206 (ng/g dry weight)"	NA	NA	NA	"PCB206_ng_g_dw"
"Total"	"PCB 206"	"ug/L"	"PCB206_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 206 (µg/L)"	NA	NA	NA	"PCB206_ug_L"
"Total"	"PCB 209"	"ng/g dw"	"PCB209_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 209 (ng/g dry weight)"	NA	NA	NA	"PCB209_ng_g_dw"
"Total"	"PCB 209"	"ug/L"	"PCB209_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 209 (µg/L)"	NA	NA	NA	"PCB209_ug_L"
"Total"	"Nitrate as N"	"mg/L"	"NO3_N_uf_mg_L"	7	"Nutrients"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total nitrate as N (mg/L)"	NA	10	NA	"NO3_N_uf_mg_L"
"Dissolved"	"Nitrate + Nitrite as N"	"mg/L"	"NO3NO2_N_f_mg_L"	7	"Nutrients"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Dissolved nitrate and nitrite as N (mg/L)"	NA	10	NA	"NO3NO2_N_f_mg_L"
"Not Recorded"	"Nitrate + Nitrite as N"	"mg/L"	"NO3NO2_N_mg_L"	7	"Nutrients"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Nitrate and nitrite as N (mg/L)"	NA	10	NA	"NO3NO2_N_mg_L"
"Total"	"Nitrate + Nitrite as N"	"mg/L"	"NO3NO2_N_uf_mg_L"	7	"Nutrients"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total nitrate and nitrite as N (mg/L)"	NA	10	NA	"NO3NO2_N_uf_mg_L"
"Field_None"	"Oxygen, Saturation"	"%"	"O2sat_fld_pct"	17	"Water quality"	0	0	0	NA	NA	NA	NA	0	"Dec"	""	"Field-measured oxygen saturation (%)"	NA	NA	NA	"O2sat_fld_pct"
"Field_Total"	"Oxygen, Saturation"	"%"	"O2sat_fld_pct"	17	"Water quality"	0	0	0	NA	NA	NA	NA	0	"Dec"	""	"Field-measured oxygen saturation (%)"	NA	NA	NA	"O2sat_fld_pct"
"Total"	"Phosphorus as P"	"mg/L"	"P_uf_mg_L"	7	"Nutrients"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total phosphorus as P (mg/L)"	0.05	NA	NA	"P_uf_mg_L"
"Total"	"Permethrin, cis-"	"ng/g dw"	"Permethrin_cis_ng_g_dw"	13	"Pyrethroids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total cis-permethrin (ng/g dry weight)"	NA	NA	NA	"Permethrin_cis_ng_g_dw"
"Total"	"Permethrin, cis-"	"ug/L"	"Permethrin_cis_ug_L"	13	"Pyrethroids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total cis-permethrin (µg/L)"	NA	NA	NA	"Permethrin_cis_ug_L"
"Total"	"Permethrin, Total"	"ug/L"	"Permethrin_Total_ug_L"	13	"Pyrethroids"	1	1	0	NA	NA	NA	NA	1	"Inc"	""	"Total permethrin (µg/L)"	NA	NA	NA	"Permethrin_Total_ug_L"
"Total"	"Permethrin, trans-"	"ng/g dw"	"Permethrin_trans_ng_g_dw"	13	"Pyrethroids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total trans-permethrin (ng/g dry weight)"	NA	NA	NA	"Permethrin_trans_ng_g_dw"
"Total"	"Permethrin, trans-"	"ug/L"	"Permethrin_trans_ug_L"	13	"Pyrethroids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total trans-permethrin (µg/L)"	NA	NA	NA	"Permethrin_trans_ug_L"
"Field_None"	"pH"	"none"	"pH_fld_SU"	17	"Water quality"	0	0	0	NA	NA	NA	NA	1	"Dec"	""	"Field-measured pH (SU)"	NA	NA	NA	"pH_fld_SU"
"None"	"pH"	"none"	"pH_SU"	17	"Water quality"	0	0	0	NA	NA	NA	NA	1	"Dec"	""	"pH (SU)"	NA	NA	NA	"pH_SU"
"Particulate"	"Pheophytin a"	"ug/L"	"Pheophytin_a_particulate_ug_L"	7	"Nutrients"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Particulate pheophytin a (µg/L)"	NA	NA	NA	"Pheophytin_a_particulate_ug_L"
"Dissolved"	"OrthoPhosphate as P"	"mg/L"	"PO4_P_f_mg_L"	7	"Nutrients"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Dissolved orthophosphate as P (mg/L)"	NA	NA	NA	"PO4_P_f_mg_L"
"Dissolved"	"Potassium"	"mg/L"	"Potassium_f_mg_L"	5	"Ions"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Dissolved potassium (mg/L)"	NA	NA	NA	"Potassium_f_mg_L"
"Total"	"Potassium"	"mg/L"	"Potassium_uf_mg_L"	5	"Ions"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total potassium (mg/L)"	NA	NA	NA	"Potassium_uf_mg_L"
"Total"	"Pyrethrin-1"	"ng/g dw"	"Pyrethrin_1_ng_g_dw"	13	"Pyrethroids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total pyrethrin-1 (ng/g dry weight)"	NA	NA	NA	"Pyrethrin_1_ng_g_dw"
"Total"	"Pyrethrin-2"	"ng/g dw"	"Pyrethrin_2_ng_g_dw"	13	"Pyrethroids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total pyrethrin-2 (ng/g dry weight)"	NA	NA	NA	"Pyrethrin_2_ng_g_dw"
"Total"	"Pyrethrin-1"	"ug/L"	"Pyrethrin1_ug_L"	13	"Pyrethroids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total pyrethrin-1 (µg/L)"	NA	NA	NA	"Pyrethrin1_ug_L"
"Total"	"Pyrethrin-2"	"ug/L"	"Pyrethrin2_ug_L"	13	"Pyrethroids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total pyrethrin-2 (µg/L)"	NA	NA	NA	"Pyrethrin2_ug_L"
"Field_None"	"Salinity"	"ppt"	"Salinity_fld_ppt"	17	"Water quality"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Field-measured salinity (ppt)"	NA	NA	NA	"Salinity_fld_ppt"
"Field_Total"	"Salinity"	"ppt"	"Salinity_fld_ppt"	17	"Water quality"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Field-measured salinity (ppt)"	NA	NA	NA	"Salinity_fld_ppt"
"Dissolved"	"Selenium"	"ug/L"	"Selenium_f_ug_L"	6	"Metals_metalloids"	1	1	0	NA	NA	NA	NA	1	"Inc"	""	"Dissolved selenium (µg/L)"	NA	0.05	NA	"Selenium_f_ug_L"
"Total"	"Selenium"	"ug/L"	"Selenium_ug_L"	6	"Metals_metalloids"	1	1	0	NA	NA	NA	NA	1	"Inc"	""	"Total selenium (µg/L)"	NA	0.05	NA	"Selenium_ug_L"
"Field_Total"	"Silica"	"mg/L"	"Silica_fld_mg_L"	17	"Water quality"	1	0	0	NA	NA	NA	NA	0	"Inc"	""	"Field-measured total silica (mg/L)"	NA	NA	NA	"Silica_fld_mg_L"
"Dissolved"	"Silica as SiO2"	"mg/L"	"Silica_SiO2_f_mg_L"	7	"Nutrients"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Dissolved silica as SiO2 (mg/L)"	NA	NA	NA	"Silica_SiO2_f_mg_L"
"Field_Total"	"Silica as SiO2"	"mg/L"	"Silica_SiO2_fld_mg_L"	17	"Water quality"	1	0	0	NA	NA	NA	NA	0	"Inc"	""	"Field-measured total silica as SiO2 (mg/L)"	NA	NA	NA	"Silica_SiO2_fld_mg_L"
"Total"	"Silica as SiO2"	"mg/L"	"Silica_SiO2_uf_mg_L"	7	"Nutrients"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total silica as SiO2 (mg/L)"	NA	NA	NA	"Silica_SiO2_uf_mg_L"
"Dissolved"	"Silver"	"ug/L"	"Silver_f_ug_L"	6	"Metals_metalloids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Dissolved silver (µg/L)"	NA	NA	100	"Silver_f_ug_L"
"Total"	"Silver"	"mg/kg dw"	"Silver_tot_mg_kg_dw"	6	"Metals_metalloids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total silver (mg/kg dry weight)"	NA	NA	NA	"Silver_tot_mg_kg_dw"
"Total"	"Silver"	"ug/L"	"Silver_uf_ug_L"	6	"Metals_metalloids"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Total silver (µg/L)"	NA	NA	100	"Silver_uf_ug_L"
"Dissolved"	"Sodium"	"mg/L"	"Sodium_f_mg_L"	5	"Ions"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Dissolved sodium (mg/L)"	0.006	NA	NA	"Sodium_f_mg_L"
"<0.0039 mm"	"Clay"	"%"	"Clay_LT0_0039mm_pct"	14	"Sediment general"	0	0	0	NA	NA	NA	NA	1	"Inc"	""	"Clay, less than 0.0039 mm (%)"	NA	NA	NA	"Clay_LT0_0039mm_pct"
"<0.005 mm"	"Clay"	"%"	"Clay_LT0_005mm_pct"	14	"Sediment general"	0	0	0	NA	NA	NA	NA	1	"Inc"	""	"Clay, less than 0.005 mm (%)"	NA	NA	NA	"Clay_LT0_005mm_pct"
"4.75 to <75 mm"	"Gravel"	"%"	"Gravel_4_75_LT75mm_pct"	14	"Sediment general"	0	0	0	NA	NA	NA	NA	1	"Dec"	""	"Gravel, 4.75 to less than 75 mm (%)"	NA	NA	NA	"Gravel_4_75_LT75mm_pct"
"Total"	"Moisture"	"%"	"MoistureTotal_pct"	14	"Sediment general"	0	0	0	NA	NA	NA	NA	0	""	""	"Total moisture (%)"	NA	NA	NA	"MoistureTotal_pct"
"0.0625 to <2.0 mm"	"Sand"	"%"	"Sand_0_0625_LT2mm_pct"	14	"Sediment general"	0	0	0	NA	NA	NA	NA	1	"Inc"	""	"Sand, 0.0625 to less than 2 mm (%)"	NA	NA	NA	"Sand_0_0625_LT2mm_pct"
"Coarse 2.0 to <4.75 mm"	"Sand"	"%"	"SandCoarse_2_LT4_75mm_pct"	14	"Sediment general"	0	0	0	NA	NA	NA	NA	1	"Inc"	""	"Coarse sand, 2 to less than 4.75 mm (%)"	NA	NA	NA	"SandCoarse_2_LT4_75mm_pct"
"Fine 0.075 to <0.425 mm"	"Sand"	"%"	"SandFine_0_075_LT0_425mm_pct"	14	"Sediment general"	0	0	0	NA	NA	NA	NA	1	"Inc"	""	"Fine sand, 0.075 to less than 0.425 mm (%)"	NA	NA	NA	"SandFine_0_075_LT0_425mm_pct"
"Medium 0.425 to <2.0 mm"	"Sand"	"%"	"SandMed_0_425_LT2mm_pct"	14	"Sediment general"	0	0	0	NA	NA	NA	NA	1	"Inc"	""	"Medium sand, 0.425 to less than 2 mm (%)"	NA	NA	NA	"SandMed_0_425_LT2mm_pct"
"0.0039 to <0.0625 mm"	"Silt"	"%"	"Silt_0_0039_LT0_0625mm_pct"	14	"Sediment general"	0	0	0	NA	NA	NA	NA	1	"Inc"	""	"Silt, 0.0039 to less than 0.0625 mm (%)"	NA	NA	NA	"Silt_0_0039_LT0_0625mm_pct"
"0.005 to <0.075 mm"	"Silt"	"%"	"Silt_0_005_LT0_075mm_pct"	14	"Sediment general"	0	0	0	NA	NA	NA	NA	1	"Inc"	""	"Silt, 0.005 to less than 0.075 mm (%)"	NA	NA	NA	"Silt_0_005_LT0_075mm_pct"
"Total"	"Terphenyl-d14(Surrogate)"	"ug/L"	"Terphenyl_d14_surrogate_ug_L"	15	"Surrogate"	1	0	0	NA	NA	NA	NA	0	""	""	"Terphenyl-d14 (ug/L)"	NA	NA	NA	"Terphenyl_d14_surrogate_ug_L"
"Total"	"Anatoxin-A"	"ug/L"	"Anatoxin_A_ug_L"	16	"Toxins"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Anatoxin-a (µg/L)"	NA	NA	NA	"Anatoxin_A_ug_L"
"Total"	"Desmethyl-LR"	"ug/L"	"Desmethyl_LR_ug_L"	16	"Toxins"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Desmethyl microcystin LR (µg/L)"	NA	NA	NA	"Desmethyl_LR_ug_L"
"Total"	"Desmethyl-RR"	"ug/L"	"Desmethyl_RR_ug_L"	16	"Toxins"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Desmethyl microcystin RR (µg/L)"	NA	NA	NA	"Desmethyl_RR_ug_L"
"Total"	"Domoic Acid"	"ug/L"	"Domoic_Acid_ug_L"	16	"Toxins"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Domoic acid (µg/L)"	NA	NA	NA	"Domoic_Acid_ug_L"
"Total"	"Microcystin-LA"	"ug/L"	"Microcystin_LA_ug_L"	16	"Toxins"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Microcystin LA (µg/L)"	NA	NA	NA	"Microcystin_LA_ug_L"
"Total"	"Microcystin-LF"	"ug/L"	"Microcystin_LF_ug_L"	16	"Toxins"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Microcystin LF (µg/L)"	NA	NA	NA	"Microcystin_LF_ug_L"
"Total"	"Microcystin-LR"	"ug/L"	"Microcystin_LR_ug_L"	16	"Toxins"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Microcystin LR (µg/L)"	NA	NA	NA	"Microcystin_LR_ug_L"
"Total"	"Microcystin-LW"	"ug/L"	"Microcystin_LW_ug_L"	16	"Toxins"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Microcystin LW (µg/L)"	NA	NA	NA	"Microcystin_LW_ug_L"
"Total"	"Microcystin-LY"	"ug/L"	"Microcystin_LY_ug_L"	16	"Toxins"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Microcystin LY (µg/L)"	NA	NA	NA	"Microcystin_LY_ug_L"
