FinalID	LifeStageCode	Phylum	Class	Order	Family	Tribe	Genus	Species	FFG	TolVal	Habit	SpecCondTolVal	PCT_SAFN_score
Agabus smithi	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus smithi	P	8	SW	NA	
Agabus smithi	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus smithi	P	8	SW	NA	
Agabus strigulosus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus strigulosus	P	8	SW	NA	
Agabus strigulosus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus strigulosus	P	8	SW	NA	
Agabus tristis	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus tristis	P	8	SW	NA	
Agabus tristis	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus tristis	P	8	SW	NA	
Agabus vancouverensis	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus vancouverensis	P	8	SW	NA	
Agabus vancouverensis	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus vancouverensis	P	8	SW	NA	
Agabus vandykei	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus vandykei	P	8	SW	NA	
Agabus vandykei	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus vandykei	P	8	SW	NA	
Agabus versimilis	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus versimilis	P	8	SW	NA	
Agabus versimilis	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus versimilis	P	8	SW	NA	
Agabus walsinghami	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus walsinghami	P	8	SW	NA	
Agabus walsinghami	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Agabus	Agabus walsinghami	P	8	SW	NA	
Agapetus	A	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	NA	SC	0	CN	1	
Agapetus	L	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	NA	SC	0	CN	1	
Agapetus	P	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	NA	SC	0	CN	1	
Agapetus	U	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	NA	SC	0	CN	1	
Agapetus arcita	A	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus arcita	NA	0	CN	NA	
Agapetus arcita	L	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus arcita	SC	0	CN	NA	
Agapetus arcita	P	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus arcita	SC	0	CN	NA	
Agapetus bifidus	A	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus bifidus	NA	0	CN	NA	
Agapetus bifidus	L	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus bifidus	SC	0	CN	NA	
Agapetus bifidus	P	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus bifidus	SC	0	CN	NA	
Agapetus boulderensis	A	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus boulderensis	NA	0	CN	NA	
Agapetus boulderensis	L	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus boulderensis	SC	0	CN	NA	
Agapetus boulderensis	P	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus boulderensis	SC	0	CN	NA	
Agapetus celatus	A	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus celatus	NA	0	CN	NA	
Agapetus celatus	L	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus celatus	SC	0	CN	NA	
Agapetus celatus	P	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus celatus	SC	0	CN	NA	
Agapetus cornutus	A	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus cornutus	NA	0	CN	NA	
Agapetus cornutus	L	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus cornutus	SC	0	CN	NA	
Agapetus cornutus	P	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus cornutus	SC	0	CN	NA	
Agapetus denningi	A	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus denningi	NA	0	CN	NA	
Agapetus denningi	L	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus denningi	SC	0	CN	NA	
Agapetus denningi	P	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus denningi	SC	0	CN	NA	
Agapetus joannia	A	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus joannia	NA	0	CN	NA	
Agapetus joannia	L	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus joannia	SC	0	CN	NA	
Agapetus joannia	P	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus joannia	SC	0	CN	NA	
Agapetus malleatus	A	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus malleatus	NA	0	CN	NA	
Agapetus malleatus	L	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus malleatus	SC	0	CN	NA	
Agapetus malleatus	P	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus malleatus	SC	0	CN	NA	
Agapetus marlo	A	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus marlo	NA	0	CN	NA	
Agapetus marlo	L	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus marlo	SC	0	CN	NA	
Agapetus marlo	P	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus marlo	SC	0	CN	NA	
Agapetus occidentis	A	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus occidentis	NA	0	CN	NA	
Agapetus occidentis	L	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus occidentis	SC	0	CN	NA	
Agapetus occidentis	P	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus occidentis	SC	0	CN	NA	
Agapetus orosus	A	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus orosus	NA	0	CN	NA	
Agapetus orosus	L	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus orosus	SC	0	CN	NA	
Agapetus orosus	P	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus orosus	SC	0	CN	NA	
Agapetus taho	A	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus taho	NA	0	CN	NA	
Agapetus taho	L	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus taho	SC	0	CN	NA	
Agapetus taho	P	Arthropoda	Insecta	Trichoptera	Glossosomatidae	NA	Agapetus	Agapetus taho	SC	0	CN	NA	
Agasicles	A	Arthropoda	Insecta	Coleoptera	Chrysomelidae	NA	Agasicles	NA	SH	NA	CN	NA	
Agasicles	L	Arthropoda	Insecta	Coleoptera	Chrysomelidae	NA	Agasicles	NA	SH	NA	CN	NA	
Agasicles hygrophila	A	Arthropoda	Insecta	Coleoptera	Chrysomelidae	NA	Agasicles	Agasicles hygrophila	SH	NA	CN	NA	
Agasicles hygrophila	L	Arthropoda	Insecta	Coleoptera	Chrysomelidae	NA	Agasicles	Agasicles hygrophila	SH	NA	CN	NA	
Agathon	L	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	NA	SC	0	CN	NA	
Agathon	P	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	NA	SC	0	CN	NA	
Agathon	U	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	NA	SC	0	CN	NA	
Agathon arizonica	L	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	Agathon arizonica	SC	0	CN	NA	
Agathon arizonica	P	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	Agathon arizonica	SC	0	CN	NA	
Agathon aylmeri	L	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	Agathon aylmeri	SC	0	CN	NA	
Agathon aylmeri	P	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	Agathon aylmeri	SC	0	CN	NA	
Agathon aylmeri group	L	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	NA	SC	0	CN	NA	
Agathon aylmeri group	P	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	NA	SC	0	CN	NA	
Agathon comstocki	L	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	Agathon comstocki	SC	0	CN	NA	
Agathon comstocki	P	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	Agathon comstocki	SC	0	CN	NA	
Agathon dismalea	L	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	Agathon dismalea	SC	0	CN	NA	
Agathon dismalea	P	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	Agathon dismalea	SC	0	CN	NA	
Agathon doanei	L	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	Agathon doanei	SC	0	CN	NA	
Agathon doanei	P	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	Agathon doanei	SC	0	CN	NA	
Agathon elegantulus	L	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	Agathon elegantulus	SC	0	CN	NA	
Agathon elegantulus	P	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	Agathon elegantulus	SC	0	CN	NA	
Agathon markii	L	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	Agathon markii	SC	0	CN	NA	
Agathon markii	P	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	Agathon markii	SC	0	CN	NA	
Agathon sequoiarum	L	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	Agathon sequoiarum	SC	0	CN	NA	
Agathon sequoiarum	P	Arthropoda	Insecta	Diptera	Blephariceridae	NA	Agathon	Agathon sequoiarum	SC	0	CN	NA	
Agraylea	A	Arthropoda	Insecta	Trichoptera	Hydroptilidae	NA	Agraylea	NA	NA	8	CB	NA	
Agraylea	L	Arthropoda	Insecta	Trichoptera	Hydroptilidae	NA	Agraylea	NA	PH	8	CB	NA	
Agraylea	P	Arthropoda	Insecta	Trichoptera	Hydroptilidae	NA	Agraylea	NA	PH	8	CB	NA	
Agraylea multipunctata	A	Arthropoda	Insecta	Trichoptera	Hydroptilidae	NA	Agraylea	Agraylea multipunctata	NA	8	CB	NA	
Agraylea multipunctata	L	Arthropoda	Insecta	Trichoptera	Hydroptilidae	NA	Agraylea	Agraylea multipunctata	PH	8	CB	NA	
Agraylea multipunctata	P	Arthropoda	Insecta	Trichoptera	Hydroptilidae	NA	Agraylea	Agraylea multipunctata	PH	8	CB	NA	
Agraylea saltesea	A	Arthropoda	Insecta	Trichoptera	Hydroptilidae	NA	Agraylea	Agraylea saltesea	NA	8	CB	NA	
Agraylea saltesea	L	Arthropoda	Insecta	Trichoptera	Hydroptilidae	NA	Agraylea	Agraylea saltesea	PH	8	CB	NA	
Agraylea saltesea	P	Arthropoda	Insecta	Trichoptera	Hydroptilidae	NA	Agraylea	Agraylea saltesea	PH	8	CB	NA	
Agrypnia	A	Arthropoda	Insecta	Trichoptera	Phryganeidae	NA	Agrypnia	NA	NA	4	CB	NA	
Agrypnia	L	Arthropoda	Insecta	Trichoptera	Phryganeidae	NA	Agrypnia	NA	SH	4	CB	NA	
Agrypnia	P	Arthropoda	Insecta	Trichoptera	Phryganeidae	NA	Agrypnia	NA	SH	4	CB	NA	
Agrypnia dextra	A	Arthropoda	Insecta	Trichoptera	Phryganeidae	NA	Agrypnia	Agrypnia dextra	NA	4	CB	NA	
Agrypnia dextra	L	Arthropoda	Insecta	Trichoptera	Phryganeidae	NA	Agrypnia	Agrypnia dextra	SH	4	CB	NA	
Agrypnia dextra	P	Arthropoda	Insecta	Trichoptera	Phryganeidae	NA	Agrypnia	Agrypnia dextra	SH	4	CB	NA	
Agrypnia glacialis	A	Arthropoda	Insecta	Trichoptera	Phryganeidae	NA	Agrypnia	Agrypnia glacialis	NA	4	CB	NA	
Agrypnia glacialis	L	Arthropoda	Insecta	Trichoptera	Phryganeidae	NA	Agrypnia	Agrypnia glacialis	SH	4	CB	NA	
Agrypnia glacialis	P	Arthropoda	Insecta	Trichoptera	Phryganeidae	NA	Agrypnia	Agrypnia glacialis	SH	4	CB	NA	
Agrypnia improba	A	Arthropoda	Insecta	Trichoptera	Phryganeidae	NA	Agrypnia	Agrypnia improba	NA	4	CB	NA	
Agrypnia improba	L	Arthropoda	Insecta	Trichoptera	Phryganeidae	NA	Agrypnia	Agrypnia improba	SH	4	CB	NA	
Agrypnia improba	P	Arthropoda	Insecta	Trichoptera	Phryganeidae	NA	Agrypnia	Agrypnia improba	SH	4	CB	NA	
Agrypnia pagetana	A	Arthropoda	Insecta	Trichoptera	Phryganeidae	NA	Agrypnia	Agrypnia pagetana	NA	4	CB	NA	
Agrypnia pagetana	L	Arthropoda	Insecta	Trichoptera	Phryganeidae	NA	Agrypnia	Agrypnia pagetana	SH	4	CB	NA	
Agrypnia pagetana	P	Arthropoda	Insecta	Trichoptera	Phryganeidae	NA	Agrypnia	Agrypnia pagetana	SH	4	CB	NA	
Agrypnia vestita	A	Arthropoda	Insecta	Trichoptera	Phryganeidae	NA	Agrypnia	Agrypnia vestita	NA	4	CB	NA	
Agrypnia vestita	L	Arthropoda	Insecta	Trichoptera	Phryganeidae	NA	Agrypnia	Agrypnia vestita	SH	4	CB	NA	
Agrypnia vestita	P	Arthropoda	Insecta	Trichoptera	Phryganeidae	NA	Agrypnia	Agrypnia vestita	SH	4	CB	NA	
Albia	X	Arthropoda	Arachnida	Trombidiformes	Axonopsidae	NA	Albia	NA	P	NA	NA	NA	
Alia carinata	U	Mollusca	Gastropoda	Neogastropoda	Columbellidae	NA	Alia	Alia carinata	NA	NA	NA	NA	
Alienacanthomysis	X	Arthropoda	Malacostraca	Mysida	Mysidae	NA	Alienacanthomysis	NA	NA	NA	NA	NA	
Alienacanthomysis macropsis	X	Arthropoda	Malacostraca	Mysida	Mysidae	NA	Alienacanthomysis	Alienacanthomysis macropsis	NA	NA	NA	NA	
Alisotrichia	A	Arthropoda	Insecta	Trichoptera	Hydroptilidae	NA	Alisotrichia	NA	NA	4	CB	NA	
Alisotrichia	L	Arthropoda	Insecta	Trichoptera	Hydroptilidae	NA	Alisotrichia	NA	PH	4	CB	NA	
Alisotrichia	P	Arthropoda	Insecta	Trichoptera	Hydroptilidae	NA	Alisotrichia	NA	PH	4	CB	NA	
Alisotrichia arizonica	A	Arthropoda	Insecta	Trichoptera	Hydroptilidae	NA	Alisotrichia	Alisotrichia arizonica	NA	4	CB	NA	
Alisotrichia arizonica	L	Arthropoda	Insecta	Trichoptera	Hydroptilidae	NA	Alisotrichia	Alisotrichia arizonica	PH	4	CB	NA	
Alisotrichia arizonica	P	Arthropoda	Insecta	Trichoptera	Hydroptilidae	NA	Alisotrichia	Alisotrichia arizonica	PH	4	CB	NA	
Allocosmoecus	A	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Allocosmoecus	NA	NA	0	SP	NA	
Allocosmoecus	L	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Allocosmoecus	NA	SC	0	SP	NA	
Allocosmoecus	P	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Allocosmoecus	NA	SC	0	SP	NA	
Allocosmoecus partitus	A	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Allocosmoecus	Allocosmoecus partitus	NA	0	SP	NA	
Allocosmoecus partitus	L	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Allocosmoecus	Allocosmoecus partitus	SC	0	SP	NA	
Allocosmoecus partitus	P	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Allocosmoecus	Allocosmoecus partitus	SC	0	SP	NA	
Allomyia	A	Arthropoda	Insecta	Trichoptera	Apataniidae	NA	Allomyia	NA	NA	0	SP	NA	
Allomyia	L	Arthropoda	Insecta	Trichoptera	Apataniidae	NA	Allomyia	NA	SC	0	SP	NA	
Allomyia	P	Arthropoda	Insecta	Trichoptera	Apataniidae	NA	Allomyia	NA	SC	0	SP	NA	
Allomyia acanthis	A	Arthropoda	Insecta	Trichoptera	Apataniidae	NA	Allomyia	Allomyia acanthis	NA	0	SP	NA	
Allomyia acanthis	L	Arthropoda	Insecta	Trichoptera	Apataniidae	NA	Allomyia	Allomyia acanthis	SC	0	SP	NA	
Allomyia acanthis	P	Arthropoda	Insecta	Trichoptera	Apataniidae	NA	Allomyia	Allomyia acanthis	SC	0	SP	NA	
Allomyia cascadis	A	Arthropoda	Insecta	Trichoptera	Apataniidae	NA	Allomyia	Allomyia cascadis	NA	0	SP	NA	
Allomyia cascadis	L	Arthropoda	Insecta	Trichoptera	Apataniidae	NA	Allomyia	Allomyia cascadis	SC	0	SP	NA	
Allomyia cascadis	P	Arthropoda	Insecta	Trichoptera	Apataniidae	NA	Allomyia	Allomyia cascadis	SC	0	SP	NA	
Allomyia cidoipes	A	Arthropoda	Insecta	Trichoptera	Apataniidae	NA	Allomyia	Allomyia cidoipes	NA	0	SP	NA	
Allomyia cidoipes	L	Arthropoda	Insecta	Trichoptera	Apataniidae	NA	Allomyia	Allomyia cidoipes	SC	0	SP	NA	
Allomyia cidoipes	P	Arthropoda	Insecta	Trichoptera	Apataniidae	NA	Allomyia	Allomyia cidoipes	SC	0	SP	NA	
Allomyia renoa	A	Arthropoda	Insecta	Trichoptera	Apataniidae	NA	Allomyia	Allomyia renoa	NA	0	SP	NA	
Allomyia renoa	L	Arthropoda	Insecta	Trichoptera	Apataniidae	NA	Allomyia	Allomyia renoa	SC	0	SP	NA	
Allomyia renoa	P	Arthropoda	Insecta	Trichoptera	Apataniidae	NA	Allomyia	Allomyia renoa	SC	0	SP	NA	
Allomyia tripunctata	A	Arthropoda	Insecta	Trichoptera	Apataniidae	NA	Allomyia	Allomyia tripunctata	NA	0	SP	NA	
Allomyia tripunctata	L	Arthropoda	Insecta	Trichoptera	Apataniidae	NA	Allomyia	Allomyia tripunctata	SC	0	SP	NA	
Allomyia tripunctata	P	Arthropoda	Insecta	Trichoptera	Apataniidae	NA	Allomyia	Allomyia tripunctata	SC	0	SP	NA	
Alloperla	A	Arthropoda	Insecta	Plecoptera	Chloroperlidae	NA	Alloperla	NA	NA	1	CN	NA	
Alloperla	L	Arthropoda	Insecta	Plecoptera	Chloroperlidae	NA	Alloperla	NA	P	1	CN	NA	
Alloperla chandleri	A	Arthropoda	Insecta	Plecoptera	Chloroperlidae	NA	Alloperla	Alloperla chandleri	NA	1	CN	NA	
Alloperla chandleri	L	Arthropoda	Insecta	Plecoptera	Chloroperlidae	NA	Alloperla	Alloperla chandleri	P	1	CN	NA	
Alloperla delicata	A	Arthropoda	Insecta	Plecoptera	Chloroperlidae	NA	Alloperla	Alloperla delicata	NA	1	CN	NA	
Alloperla delicata	L	Arthropoda	Insecta	Plecoptera	Chloroperlidae	NA	Alloperla	Alloperla delicata	P	1	CN	NA	
Alloperla elevata	A	Arthropoda	Insecta	Plecoptera	Chloroperlidae	NA	Alloperla	Alloperla elevata	NA	1	CN	NA	
Alloperla elevata	L	Arthropoda	Insecta	Plecoptera	Chloroperlidae	NA	Alloperla	Alloperla elevata	P	1	CN	NA	
Alloperla fraterna	A	Arthropoda	Insecta	Plecoptera	Chloroperlidae	NA	Alloperla	Alloperla fraterna	NA	1	CN	NA	
Alloperla fraterna	L	Arthropoda	Insecta	Plecoptera	Chloroperlidae	NA	Alloperla	Alloperla fraterna	P	1	CN	NA	
Alloperla serrata	A	Arthropoda	Insecta	Plecoptera	Chloroperlidae	NA	Alloperla	Alloperla serrata	NA	1	CN	NA	
Alloperla serrata	L	Arthropoda	Insecta	Plecoptera	Chloroperlidae	NA	Alloperla	Alloperla serrata	P	1	CN	NA	
Alloperla severa	A	Arthropoda	Insecta	Plecoptera	Chloroperlidae	NA	Alloperla	Alloperla severa	NA	1	CN	NA	
Alloperla severa	L	Arthropoda	Insecta	Plecoptera	Chloroperlidae	NA	Alloperla	Alloperla severa	P	1	CN	NA	
Alloperla thalia	A	Arthropoda	Insecta	Plecoptera	Chloroperlidae	NA	Alloperla	Alloperla thalia	NA	1	CN	NA	
Alloperla thalia	L	Arthropoda	Insecta	Plecoptera	Chloroperlidae	NA	Alloperla	Alloperla thalia	P	1	CN	NA	
Allorchestes	U	Arthropoda	Malacostraca	Amphipoda	Hyalellidae	NA	Allorchestes	NA	NA	NA	NA	NA	
Allotrichoma	L	Arthropoda	Insecta	Diptera	Ephydridae	NA	Allotrichoma	NA	CG	6	BU	NA	
Allotrichoma	P	Arthropoda	Insecta	Diptera	Ephydridae	NA	Allotrichoma	NA	CG	6	BU	NA	
Alluaudomyia	L	Arthropoda	Insecta	Diptera	Ceratopogonidae	NA	Alluaudomyia	NA	P	NA	BU	NA	
Alluaudomyia	P	Arthropoda	Insecta	Diptera	Ceratopogonidae	NA	Alluaudomyia	NA	P	NA	BU	NA	
Alona	X	Arthropoda	Branchiopoda	Cladocera	Chydoridae	NA	Alona	NA	NA	NA	NA	NA	
Alotanypus	L	Arthropoda	Insecta	Diptera	Chironomidae	Macropelopiini	Alotanypus	NA	P	7	BU	6	
Alotanypus	P	Arthropoda	Insecta	Diptera	Chironomidae	Macropelopiini	Alotanypus	NA	P	7	BU	6	
Alotanypus	U	Arthropoda	Insecta	Diptera	Chironomidae	Macropelopiini	Alotanypus	NA	P	7	BU	6	
Alotanypus venustus	A	Arthropoda	Insecta	Diptera	Chironomidae	Macropelopiini	Alotanypus	Alotanypus venustus	NA	NA	BU	NA	
Alotanypus venustus	L	Arthropoda	Insecta	Diptera	Chironomidae	Macropelopiini	Alotanypus	Alotanypus venustus	P	7	BU	NA	
Alotanypus venustus	P	Arthropoda	Insecta	Diptera	Chironomidae	Macropelopiini	Alotanypus	Alotanypus venustus	P	7	BU	NA	
Amaeana occidentalis	U	Annelida	Polychaeta	Terebellida	Terebellidae	NA	Amaeana	Amaeana occidentalis	NA	NA	NA	NA	
Ambidexter panamensis	U	Arthropoda	Malacostraca	Decapoda	Processidae	NA	Ambidexter	Ambidexter panamensis	NA	NA	NA	NA	
Ambrysus	A	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	NA	P	5	CN	4	
Ambrysus	L	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	NA	P	5	CN	4	
Ambrysus	U	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	NA	P	5	CN	4	
Ambrysus amargosus	A	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus amargosus	P	5	CN	NA	
Ambrysus amargosus	L	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus amargosus	P	5	CN	NA	
Ambrysus arizonus	A	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus arizonus	P	5	CN	NA	
Ambrysus arizonus	L	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus arizonus	P	5	CN	NA	
Ambrysus californicus	A	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus californicus	P	5	CN	NA	
Ambrysus californicus	L	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus californicus	P	5	CN	NA	
Ambrysus californicus	U	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus californicus	P	5	CN	NA	
Ambrysus circumcinctus	A	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus circumcinctus	P	5	CN	NA	
Ambrysus circumcinctus	L	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus circumcinctus	P	NA	CN	NA	
Ambrysus funebris	A	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus funebris	P	5	CN	NA	
Ambrysus funebris	L	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus funebris	P	NA	CN	NA	
Ambrysus melanopterus	A	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus melanopterus	P	5	CN	NA	
Ambrysus melanopterus	L	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus melanopterus	P	NA	CN	NA	
Ambrysus mormon	A	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus mormon	P	5	CN	NA	
Ambrysus mormon	L	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus mormon	P	5	CN	NA	
Ambrysus occidentalis	A	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus occidentalis	P	5	CN	NA	
Ambrysus occidentalis	L	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus occidentalis	P	5	CN	NA	
Ambrysus pulchellus	A	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus pulchellus	P	5	CN	NA	
Ambrysus pulchellus	L	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus pulchellus	P	NA	CN	NA	
Ambrysus puncticollis	A	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus puncticollis	P	5	CN	NA	
Ambrysus puncticollis	L	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus puncticollis	P	NA	CN	NA	
Ambrysus relictus	A	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus relictus	P	5	CN	NA	
Ambrysus relictus	L	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus relictus	P	NA	CN	NA	
Ambrysus thermarum	A	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus thermarum	P	5	CN	NA	
Ambrysus thermarum	L	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus thermarum	P	NA	CN	NA	
Ambrysus woodburyi	A	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus woodburyi	P	5	CN	NA	
Ambrysus woodburyi	L	Arthropoda	Insecta	Hemiptera	Naucoridae	NA	Ambrysus	Ambrysus woodburyi	P	NA	CN	NA	
Ameletidae	A	Arthropoda	Insecta	Ephemeroptera	Ameletidae	NA	NA	NA	NA	NA	SW	NA	
Ameletidae	L	Arthropoda	Insecta	Ephemeroptera	Ameletidae	NA	NA	NA	NA	NA	SW	NA	
Ameletus	A	Arthropoda	Insecta	Ephemeroptera	Ameletidae	NA	Ameletus	NA	NA	0	SW	NA	
Ameletus	L	Arthropoda	Insecta	Ephemeroptera	Ameletidae	NA	Ameletus	NA	CG	0	SW	NA	
Ameletus	U	Arthropoda	Insecta	Ephemeroptera	Ameletidae	NA	Ameletus	NA	CG	0	SW	NA	
