"HUC08"	"Region"	"RegionName"	"WaterbodyName"	"WBID"	"Category"	"Impairments"	"Exceedances"	"Pollutant"	"PollutantCategory"	"EstimatedSizeAffected"	"Unit"	"WaterbodyType"	"WBType"	"ReachCode"	"Year"	"PotentialSources"	"SourceCategory"	"COMID"	"Comments"
"15020010"	"LC"	"Little Colorado"	"CHEVELON CANYON/Headwaters - West Chevelon Creek/1"	"15020010-006"	"Category 2"	"FC-Attaining • BC-Attaining • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	31.58	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21740854	"LCCHC077.84"
"15020010"	"LC"	"Little Colorado"	"CHEVELON CANYON/Headwaters - West Chevelon Creek/1"	"15020010-006"	"Category 2"	"FC-Attaining • BC-Attaining • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	31.58	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21740788	"LCCHC073.26"
"15020010"	"LC"	"Little Colorado"	"WOODS CANYON CREEK/ Headwaters - Chevelon Creek/  1"	"15020010-084"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGL-Inconclusive AW-Inconclusive"	NA	NA	NA	12.9	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15030101"	"CL"	"Colorado-Lower Gila"	"COLORADO RIVER/Hoover Dam - Lake Mohave/1"	"15030101-015"	"Category 5"	"DWS-Inconclusive• FC-Inconclusive• BC-Inconclusive/AGI-Inconclusive • AGL-Inconclusive • AW-Impaired"	"Selenium (2004)"	"Selenium (2004)"	NA	40.4	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15030104"	"CL"	"Colorado-Lower Gila"	"COLORADO RIVER/Imperial Dam - Gila River/1"	"15030104-001"	"Category 1"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGI-Attaining • AGL-Attaining • AW-Attaining"	NA	NA	NA	17	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15030104"	"CL"	"Colorado-Lower Gila"	"COLORADO RIVER/Bill Williams River - Osborne Wash/1"	"15030104-020"	"Category 2"	"DWS-Attaining • FC-Attaining • BC-Inconclusive/AGI-Attaining • AGL-Attaining • AW-Attaining"	NA	NA	NA	13.359	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15030107"	"CL"	"Colorado-Lower Gila"	"COLORADO RIVER/Main Canal - Mexico border/1"	"15030107-001"	"Category 5"	"DWS-Inconclusive • FC-Inconclusive • BC-Attaining/AGI-Inconclusive • AGL-Inconclusive • AW-Impaired"	"Selenium (dissolved)"	"Selenium (dissolved)"	NA	32.194	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21412711	"CLCLR023.30"
"15030107"	"CL"	"Colorado-Lower Gila"	"COLORADO RIVER/Main Canal - Mexico border/1"	"15030107-001"	"Category 5"	"DWS-Inconclusive • FC-Inconclusive • BC-Attaining/AGI-Inconclusive • AGL-Inconclusive • AW-Impaired"	"Selenium (dissolved)"	"Selenium (dissolved)"	NA	32.194	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21412707	"CLCLR026.80"
"15030201"	"BW"	"Bill Williams"	"BIG SANDY RIVER/Stove Spring - Sycamore/1"	"15030201-006"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	2.83	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21402543	"BWBSR037.79"
"15030201"	"BW"	"Bill Williams"	"TROUT CREEK/Cow Creek - Knight Creek/1"	"15030201-014"	"Category 2"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	32.099	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21402111	"BWTRT002.43"
"15030201"	"BW"	"Bill Williams"	"TROUT CREEK/Cow Creek - Knight Creek/1"	"15030201-014"	"Category 2"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	32.099	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21402007	"BWTRT011.97"
"15030202"	"BW"	"Bill Williams"	"BOULDER CREEK/Wilder Creek - Butte Creek/1"	"15030202-005A"	"Category 4"	"FC-NotAttaining • BC-NotAttaining • AGI-NotAttaining AGL-NotAttaining • AW-NotAttaining"	"Zinc /(dissolved)"	"Zinc /(dissolved)"	NA	1.4	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15030202"	"BW"	"Bill Williams"	"BOULDER CREEK/Butte Creek - Copper Creek/1"	"15030202-005B"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-Inconclusive"	"Arsenic (1998)"	"Arsenic (1998)"	NA	1.8	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15030202"	"BW"	"Bill Williams"	"BOULDER CREEK/Tributary at 344114 / 1130334 - Wilder Creek/1"	"15030202-006B"	"Category 5"	"FC-Inconclusive • BC-Inconclusive • AGI-Inconclusive/AGL-Inconclusive • AW-Impaired"	"Beryllium (2010)"	"Beryllium (2010)"	NA	14.4	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15030202"	"BW"	"Bill Williams"	"BURRO CREEK/Francis Creek - Boulder Creek/1"	"15030202-008"	"Category 1"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Attaining"	NA	NA	NA	13.811	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21396791	"BWBRO037.65"
"15030202"	"BW"	"Bill Williams"	"BURRO CREEK/Francis Creek - Boulder Creek/1"	"15030202-008"	"Category 1"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Attaining"	NA	NA	NA	13.811	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21397225	"BWBRO029.91"
"15030203"	"BW"	"Bill Williams"	"PEOPLES CANYON CREEK/Headwaters - Santa Maria River/1"	"15030203-524"	"Category 1"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Attaining"	NA	NA	NA	8.222	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21389078	"BWPEE003.51"
"15030204"	"BW"	"Bill Williams"	"BILL WILLIAMS RIVER/Mohave Wash - Colorado River/1"	"15030204-001"	"Category 2"	"FC-Inconclusive • BC-Attaining • AGL-Inconclusive/AW-Inconclusive"	NA	NA	NA	17.5	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15030204"	"BW"	"Bill Williams"	"BILL WILLIAMS RIVER/Alamo Lake - Castaneda Wash/1"	"15030204-003"	"Category 5"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Impaired"	"Ammonia (2006)"	"Ammonia (2006)"	NA	35.9	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21383492	"BWBWR025.86"
"15030204"	"BW"	"Bill Williams"	"BILL WILLIAMS RIVER/Alamo Lake - Castaneda Wash/1"	"15030204-003"	"Category 5"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Impaired"	"Ammonia (2006)"	"Ammonia (2006)"	NA	35.9	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21384136	"BWBWR038.52"
"15040002"	"UG"	"Upper Gila"	"GILA RIVER/Cottonwood Creek - San Francisco River/1"	"15040002-001"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-Inconclusive"	"E. coli (2010)"	"E. coli (2010)"	NA	15.2	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	3077289	"UGGLR465.36"
"15040002"	"UG"	"Upper Gila"	"GILA RIVER/Cottonwood Creek - San Francisco River/1"	"15040002-001"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-Inconclusive"	"E. coli (2010)"	"E. coli (2010)"	NA	15.2	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	3077327	"UGGLR471.49"
"15040002"	"UG"	"Upper Gila"	"GILA RIVER/Apache Creek - Cottonwood Creek/1"	"15040002-002"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-Inconclusive"	"E. coli (2010)"	"E. coli (2010)"	NA	6.4	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15040002"	"UG"	"Upper Gila"	"GILA RIVER/New Mexico border - Bitter Creek/1"	"15040002-004"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-NotAttaining"	"E. coli and SSC (2006/8)"	"E. coli and SSC (2006/8)"	NA	16.3	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15040004"	"UG"	"Upper Gila"	"SAN FRANCISCO RIVER/Limestone Gulch - Gila River/1"	"15040004-001"	"Category 5"	"FC-Attaining • BC-Impaired • AGI-Attaining/AGL-Attaining • AW-Attaining"	"E. coli (2010)"	"E. coli (2010)"	NA	12.781	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21359215	"UGSFR000.06"
"15040004"	"UG"	"Upper Gila"	"SAN FRANCISCO RIVER/Limestone Gulch - Gila River/1"	"15040004-001"	"Category 5"	"FC-Attaining • BC-Impaired • AGI-Attaining/AGL-Attaining • AW-Attaining"	"E. coli (2010)"	"E. coli (2010)"	NA	12.781	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21357915	"UGSFR006.08"
"15040004"	"UG"	"Upper Gila"	"SAN FRANCISCO RIVER/Limestone Gulch - Gila River/1"	"15040004-001"	"Category 5"	"FC-Attaining • BC-Impaired • AGI-Attaining/AGL-Attaining • AW-Attaining"	"E. coli (2010)"	"E. coli (2010)"	NA	12.781	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21357921	"UGSFR006.42"
"15040004"	"UG"	"Upper Gila"	"SAN FRANCISCO RIVER/Blue River - Limestone Gulch/1"	"15040004-003"	"Category 5"	"FC-Attaining • BC-Impaired • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	"E. coli (2006/8)"	"E. coli (2006/8)"	NA	18.678	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21357821	"UGSFR019.63"
"15040004"	"UG"	"Upper Gila"	"SAN FRANCISCO RIVER/Blue River - Limestone Gulch/1"	"15040004-003"	"Category 5"	"FC-Attaining • BC-Impaired • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	"E. coli (2006/8)"	"E. coli (2006/8)"	NA	18.678	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21357833	"UGSFR019.04"
"15040004"	"UG"	"Upper Gila"	"SAN FRANCISCO RIVER/New Mexico border - Blue River/1"	"15040004-004"	"Category 2"	"FC-Attaining • BC-Attaining • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	20.937	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21356397	"UGSFR034.57"
"15040004"	"UG"	"Upper Gila"	"SAN FRANCISCO RIVER/Headwaters - New Mexico border/1"	"15040004-023"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	13.056	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	945040095	"UGSFR151.22"
"15040004"	"UG"	"Upper Gila"	"SAN FRANCISCO RIVER/Headwaters - New Mexico border/1"	"15040004-023"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	13.056	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21351687	"UGSFR144.95"
"15040004"	"UG"	"Upper Gila"	"BLUE RIVER (BLR)/KP Creek - Strayhorse Creek/1"	"15040004-025A"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	3.8	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21352277	"UGBLR028.99"
"15040004"	"UG"	"Upper Gila"	"BLUE RIVER (BLR)/KP Creek - Strayhorse Creek/1"	"15040004-025A"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	3.8	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21352277	"UGBLR028.77"
"15040004"	"UG"	"Upper Gila"	"BLUE RIVER (BLR)/Strayhorse Creek - San Francisco River/1"	"15040004-025B"	"Category 5"	"FC-Attaining • BC-Impaired • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	"Copper (dissolved)"	"Copper (dissolved)"	NA	25.4	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21355827	"UGBLR008.19"
"15040004"	"UG"	"Upper Gila"	"BLUE RIVER (BLR)/Strayhorse Creek - San Francisco River/1"	"15040004-025B"	"Category 5"	"FC-Attaining • BC-Impaired • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	"Copper (dissolved)"	"Copper (dissolved)"	NA	25.4	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21355585	"UGBLR011.55"
"15040004"	"UG"	"Upper Gila"	"BLUE RIVER (BLR)/New Mexico border - KP Creek/1"	"15040004-026"	"Category 2"	"FC-Attaining • BC-Attaining • AGI-Inconclusive/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	21.419	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21352247	"UGBLR030.24"
"15040004"	"UG"	"Upper Gila"	"BLUE RIVER (BLR)/New Mexico border - KP Creek/1"	"15040004-026"	"Category 2"	"FC-Attaining • BC-Attaining • AGI-Inconclusive/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	21.419	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21351915	"UGBLR046.35"
"15040004"	"UG"	"Upper Gila"	"BLUE RIVER (BLR)/New Mexico border - KP Creek/1"	"15040004-026"	"Category 2"	"FC-Attaining • BC-Attaining • AGI-Inconclusive/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	21.419	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21352205	"UGBLR031.69"
"15040004"	"UG"	"Upper Gila"	"BLUE RIVER (BLR)/New Mexico border - KP Creek/1"	"15040004-026"	"Category 2"	"FC-Attaining • BC-Attaining • AGI-Inconclusive/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	21.419	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21352099	"UGBLR036.37"
"15040004"	"UG"	"Upper Gila"	"CAMPBELL BLUE CREEK/Headwaters - Blue River/1"	"15040004-028"	"Category 2"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Inconclusive"	"Copper (dissolved)"	"Copper (dissolved)"	NA	19.653	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21351809	"UGCMB004.23"
"15040004"	"UG"	"Upper Gila"	"K P CREEK/Headwaters - Blue River/1"	"15040004-029"	"Category 2"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	12.105	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21352579	"UGKPK011.18"
"15040004"	"UG"	"Upper Gila"	"COLEMAN CREEK/Headwaters - Campbell Blue/1"	"15040004-040"	"Category 2"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	7.257	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21351793	"UGCOL003.48"
"15040004"	"UG"	"Upper Gila"	"LITTLE CREEK/Headwaters - San Francisco River/1"	"15040004-045"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AW-Inconclusive"	NA	NA	NA	4.853	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15040004"	"UG"	"Upper Gila"	"STONE CREEK/Headwaters - New Mexico border/1"	"15040004-057"	"Category 2"	"FC-Attaining • BC-Attaining • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	5.824	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21351635	"UGSTO003.44"
"15040004"	"UG"	"Upper Gila"	"BOB THOMAS CREEK/Headwaters - Stone Creek/1"	"15040004-1125"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AW-Inconclusive"	NA	NA	NA	1.309	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21351637	"UGBTH001.03"
"15040005"	"UG"	"Upper Gila"	"GILA RIVER/Underwood Wash - Bylas Salt/1"	"15040005-012"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Inconclusive/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	9.229	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21319407	"UGGLR401.85"
"15040005"	"UG"	"Upper Gila"	"GILA RIVER/Yuma Wash - San Simon Creek/1"	"15040005-020"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGI-Inconclusive AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	7.827	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21328317	"UGGLR446.02"
"15040005"	"UG"	"Upper Gila"	"GILA RIVER/Bonita Creek - Yuma Wash/1"	"15040005-022"	"Category 4"	"FC-Attaining • BC-NotAttaining/Impaired /AGI-Attaining • AGL-Attaining • AW-NotAttaining"	"Copper (dissolved)"	"Copper (dissolved)"	NA	5.799	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21328167	"UGGLR452.43"
"15040005"	"UG"	"Upper Gila"	"GILA RIVER/Bonita Creek - Yuma Wash/1"	"15040005-022"	"Category 4"	"FC-Attaining • BC-NotAttaining/Impaired /AGI-Attaining • AGL-Attaining • AW-NotAttaining"	"Copper (dissolved)"	"Copper (dissolved)"	NA	5.799	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21331021	"UGGLR451.46"
"15040005"	"UG"	"Upper Gila"	"GILA RIVER/Bonita Creek - Yuma Wash/1"	"15040005-022"	"Category 4"	"FC-Attaining • BC-NotAttaining/Impaired /AGI-Attaining • AGL-Attaining • AW-NotAttaining"	"Copper (dissolved)"	"Copper (dissolved)"	NA	5.799	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21328283	"UGGLR448.61"
"15040005"	"UG"	"Upper Gila"	"GILA RIVER/Bonita Creek - Yuma Wash/1"	"15040005-022"	"Category 4"	"FC-Attaining • BC-NotAttaining/Impaired /AGI-Attaining • AGL-Attaining • AW-NotAttaining"	"Copper (dissolved)"	"Copper (dissolved)"	NA	5.799	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21328209	"UGGLR452.01"
"15040005"	"UG"	"Upper Gila"	"EAGLE CREEK/Sheep Wash - Gila River/1"	"15040005-025"	"Category 1"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGI-Attaining • AGL-Attaining • AW-Attaining"	NA	NA	NA	41.826	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21324425	"UGEAG013.81"
"15040005"	"UG"	"Upper Gila"	"EAGLE CREEK/Sheep Wash - Gila River/1"	"15040005-025"	"Category 1"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGI-Attaining • AGL-Attaining • AW-Attaining"	NA	NA	NA	41.826	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21324575	"UGEAG011.09"
"15040005"	"UG"	"Upper Gila"	"EAGLE CREEK/Sheep Wash - Gila River/1"	"15040005-025"	"Category 1"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGI-Attaining • AGL-Attaining • AW-Attaining"	NA	NA	NA	41.826	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21324613	"UGEAG010.12"
"15040005"	"UG"	"Upper Gila"	"EAGLE CREEK/Sheep Wash - Gila River/1"	"15040005-025"	"Category 1"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGI-Attaining • AGL-Attaining • AW-Attaining"	NA	NA	NA	41.826	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21324379	"UGEAG015.23"
"15040005"	"UG"	"Upper Gila"	"EAGLE CREEK/Willow Creek - Sheep Wash/1"	"15040005-027"	"Category 1"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGI-Attaining • AGL-Attaining • AW-Attaining"	NA	NA	NA	5.81	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21322721	"UGEAG040.33"
"15040005"	"UG"	"Upper Gila"	"EAGLE CREEK/Headwaters - Tributary at 33°22’31.98”/109°29’43.14”/1"	"15040005-028A"	"Category 2"	"DWS-Attaining • FC-Attaining • BC-Inconclusive/AGI-Attaining • AGL-Attaining • AW-Inconclusive"	NA	NA	NA	11.8	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21321687	"UGEAG056.85"
"15040005"	"UG"	"Upper Gila"	"EAGLE CREEK/Headwaters - Tributary at 33°22’31.98”/109°29’43.14”/1"	"15040005-028A"	"Category 2"	"DWS-Attaining • FC-Attaining • BC-Inconclusive/AGI-Attaining • AGL-Attaining • AW-Inconclusive"	NA	NA	NA	11.8	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21322001	"UGEAG049.82"
"15040005"	"UG"	"Upper Gila"	"BONITA CREEK/Park Creek - Gila River/1"	"15040005-030"	"Category 2"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	14.593	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21325011	"UGBON010.37"
"15040005"	"UG"	"Upper Gila"	"BONITA CREEK/Park Creek - Gila River/1"	"15040005-030"	"Category 2"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	14.593	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21324595	"UGBON014.47"
"15040005"	"UG"	"Upper Gila"	"BONITA CREEK/Park Creek - Gila River/1"	"15040005-030"	"Category 2"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	14.593	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21328169	"UGBON000.17"
"15040005"	"UG"	"Upper Gila"	"BONITA CREEK/Park Creek - Gila River/1"	"15040005-030"	"Category 2"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	14.593	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21327929	"UGBON006.41"
"15040005"	"UG"	"Upper Gila"	"BONITA CREEK/Park Creek - Gila River/1"	"15040005-030"	"Category 2"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	14.593	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21331005	"UGBON003.68"
"15040005"	"UG"	"Upper Gila"	"EAST EAGLE CREEK/Headwaters - Eagle Creek/1"	"15040005-1367"	"Category 2"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	14.15	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21317715	"UGEEG001.57"
"15040005"	"UG"	"Upper Gila"	"FRYE CANYON CREEK/Headwaters - Frye Mesa Reser/1"	"15040005-988A"	"Category 2"	"DWS-Inconclusive • FC-Attaining • BC-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	5	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15040006"	"UG"	"Upper Gila"	"EAST TURKEY CREEK/Headwaters - Tributary at 31°58’22.21”/109°12’20.00”/1"	"15040006-837A"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGL-Inconclusive/AW-Inconclusive"	NA	NA	NA	7.8	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15040006"	"UG"	"Upper Gila"	"CAVE CREEK/Headwaters - South Fork Cave Creek/1"	"15040006-852A"	"Category 5"	"FC-Attaining • BC-Attaining • AGI-Attaining/AGL-Attaining • AW-Impaired"	"Selenium (2004)"	"Selenium (2004)"	NA	7.5	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21309091	"UGCAV014.87"
"15040006"	"UG"	"Upper Gila"	"CAVE CREEK/Headwaters - South Fork Cave Creek/1"	"15040006-852A"	"Category 5"	"FC-Attaining • BC-Attaining • AGI-Attaining/AGL-Attaining • AW-Impaired"	"Selenium (2004)"	"Selenium (2004)"	NA	7.5	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21309099	"UGCAV014.44"
"15040006"	"UG"	"Upper Gila"	"CAVE CREEK/Headwaters - South Fork Cave Creek/1"	"15040006-852A"	"Category 5"	"FC-Attaining • BC-Attaining • AGI-Attaining/AGL-Attaining • AW-Impaired"	"Selenium (2004)"	"Selenium (2004)"	NA	7.5	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21309101	"UGCAV015.55"
"15040006"	"UG"	"Upper Gila"	"CAVE CREEK/Headwaters - South Fork Cave Creek/1"	"15040006-852A"	"Category 5"	"FC-Attaining • BC-Attaining • AGI-Attaining/AGL-Attaining • AW-Impaired"	"Selenium (2004)"	"Selenium (2004)"	NA	7.5	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21309111	"UGCAV016.84"
"15040006"	"UG"	"Upper Gila"	"CAVE CREEK/Headwaters - South Fork Cave Creek/1"	"15040006-852A"	"Category 5"	"FC-Attaining • BC-Attaining • AGI-Attaining/AGL-Attaining • AW-Impaired"	"Selenium (2004)"	"Selenium (2004)"	NA	7.5	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21309099	"UGCAV012.95"
"15040006"	"UG"	"Upper Gila"	"NORTH FORK CAVE CREEK/Headwaters - Cave Creek/1"	"15040006-856"	"Category 2"	"FC-Attaining • BC-Inconclusive • AW-Inconclusive"	NA	NA	NA	5.6	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15040006"	"UG"	"Upper Gila"	"UNNAMED Trib TO CAVE CREEK/Headwaters - Cave Creek/1"	"15040006-861"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AW-Inconclusive"	NA	NA	NA	3.659	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050100"	"MG"	"Middle Gila"	"Gila River/San Pedro - Mineral Creek/1"	"15050100-008"	"Category 5"	"FC-Inconclusive • BC-Inconclusive • AGI-Inconclusive/AGL-Inconclusive • AW-Impaired"	"SSC (2006/8)"	"SSC (2006/8)"	NA	19.8	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050100"	"MG"	"Middle Gila"	"MINERAL CREEK (MIN)/Devil’s Canyon - Gila River/1"	"15050100-012B"	"Category 5"	"FC-Inconclusive • BC-Inconclusive • AGL-Inconclusive AW-Impaired"	"Copper (dissolved)/(Continued)"	"Copper (dissolved)/(Continued)"	NA	19.609	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050100"	"MG"	"Middle Gila"	"QUEEN CREEK/Headwaters - Superior Mining Div. outfall/1"	"15050100-014A"	"Category 5"	"BC-Impaired • AGL-Attaining • AW-Impaired"	"Mercury (dissolved)"	"Mercury (dissolved)"	NA	8.761	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21270404	"MGQEN039.75"
"15050100"	"MG"	"Middle Gila"	"QUEEN CREEK/Headwaters - Superior Mining Div. outfall/1"	"15050100-014A"	"Category 5"	"BC-Impaired • AGL-Attaining • AW-Impaired"	"Mercury (dissolved)"	"Mercury (dissolved)"	NA	8.761	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21270488	"MGQEN037.17"
